claim_number,age_of_driver,gender,marital_status,safety_rating,annual_income,high_education,address_change,property_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present,liab_prct,channel,police_report,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,total_claim,injury_claim,policy deductible,annual premium,days open,form defects,fraud reported
CLM1159,46,F,1,39,145481,0,1,Rent,65316,2023-07-08,Saturday,Parking Lot,4,0,63,Online,0,0,Medium,8191,Red,34160,19519,1000,1071,48,12,Y
CLM1160,75,F,0,61,71431,0,0,Own,38602,2023-12-27,Wednesday,Highway,0,0,78,Phone,1,0,Large,12099,Black,26431,14305,2000,1939,44,0,N
CLM1161,25,M,1,78,137959,1,0,Own,70920,2022-03-28,Monday,Parking Lot,2,0,0,Online,1,12,Medium,33082,Red,25034,2654,2000,2168,20,4,N
CLM1162,48,F,0,12,90067,1,1,Rent,74027,2023-07-17,Monday,Parking Lot,2,1,57,Online,1,4,Compact,10439,Black,48241,5329,1500,1491,92,0,N
CLM1163,42,F,0,74,72161,1,1,Own,87360,2023-01-17,Tuesday,Parking Lot,3,1,77,Phone,1,8,Large,64560,Blue,13504,4931,1500,689,10,4,N
CLM1164,19,F,0,14,128212,1,1,Rent,49071,2022-12-17,Saturday,Highway,3,1,97,Broker,1,10,Medium,21905,White,46838,7278,1500,2730,73,8,N
CLM1165,39,F,1,31,34291,1,0,Own,56804,2022-06-21,Tuesday,Parking Lot,2,1,45,Online,1,0,Compact,66332,White,13258,5776,1000,1745,39,0,N
CLM1166,64,M,0,19,120500,0,0,Own,38044,2023-10-23,Monday,Highway,5,1,7,Phone,1,13,Compact,28911,Black,18030,3431,500,2259,75,5,N
CLM1167,39,M,1,93,113980,1,1,Own,58908,2023-04-11,Tuesday,Local,1,1,28,Phone,0,4,Compact,60731,Blue,25858,15063,1000,1986,23,7,N
CLM1168,39,M,0,44,47044,1,0,Own,77260,2022-12-19,Monday,Local,2,1,62,Broker,1,5,Compact,56612,White,30725,16488,1500,1804,8,9,N
CLM1169,18,M,1,6,69666,1,1,Rent,92368,2022-04-14,Thursday,Highway,2,1,95,Phone,0,9,Compact,73056,Silver,4081,1922,1000,2849,91,10,N
CLM1170,30,F,1,10,137235,0,0,Rent,94899,2023-08-21,Monday,Local,1,0,89,Broker,1,9,Large,15805,Blue,36851,17425,1500,1537,34,4,N
CLM1171,33,M,1,96,25110,0,0,Own,64341,2022-07-30,Saturday,Local,4,1,57,Broker,0,3,Large,14596,Red,39019,17989,1000,1513,99,9,Y
CLM1172,71,F,1,22,100073,1,1,Own,74429,2022-07-07,Thursday,Local,0,1,44,Online,0,3,Compact,64664,White,28766,15451,2000,1025,3,7,Y
CLM1173,75,F,0,56,26643,1,1,Own,46727,2023-06-20,Tuesday,Parking Lot,1,1,29,Phone,0,1,Compact,19226,Black,29731,7761,2000,2401,83,5,N
CLM1174,47,M,1,59,57861,1,1,Rent,23428,2023-12-05,Tuesday,Parking Lot,2,0,47,Broker,0,12,Medium,10469,Red,29854,13964,1500,1669,63,3,Y
CLM1175,64,M,0,76,36184,0,0,Own,43787,2022-04-28,Thursday,Highway,4,1,32,Online,1,0,Compact,50253,Black,35051,12200,2000,1570,91,5,N
CLM1176,26,M,1,91,23471,0,1,Own,18329,2022-02-19,Saturday,Parking Lot,2,1,76,Phone,0,10,Medium,11397,Red,33373,7893,1500,2400,51,4,N
CLM1177,52,M,1,47,90553,1,0,Own,91906,2023-08-04,Friday,Parking Lot,4,0,63,Broker,1,4,Large,47963,White,3096,983,500,1203,5,3,Y
CLM1178,21,M,1,40,25105,0,1,Rent,12839,2022-11-09,Wednesday,Highway,3,0,69,Online,1,8,Large,18493,Red,18069,7319,2000,687,57,3,N
CLM1179,53,F,1,86,100797,0,0,Rent,11431,2023-09-10,Sunday,Highway,5,0,85,Online,1,11,Medium,5162,Black,35742,19769,1000,1131,10,5,N
CLM1180,61,M,0,74,116044,1,1,Rent,15347,2023-11-27,Monday,Parking Lot,2,1,83,Broker,0,1,Large,23681,Silver,39328,10734,1000,1189,33,10,N
CLM1181,32,F,0,83,135359,0,0,Rent,17927,2022-07-22,Friday,Parking Lot,3,0,87,Broker,0,14,Compact,70428,White,12929,4000,500,1395,14,8,N
CLM1182,38,F,0,83,48228,0,0,Rent,44521,2022-11-01,Tuesday,Local,2,0,88,Online,0,4,Compact,34055,Black,43891,12059,1500,924,33,1,N
CLM1183,50,M,1,82,95415,1,0,Rent,17521,2022-01-28,Friday,Highway,1,0,42,Phone,1,8,Large,60718,White,45629,17084,1000,2133,70,13,N
CLM1184,82,F,1,75,33140,0,1,Rent,93457,2022-01-22,Saturday,Parking Lot,0,1,65,Online,1,9,Large,70633,Black,12407,3795,1500,1136,39,5,N
CLM1185,57,F,0,39,50651,1,0,Own,80202,2023-10-12,Thursday,Local,2,0,63,Phone,0,2,Medium,15800,Red,38823,10477,2000,2824,20,9,Y
CLM1186,32,M,1,86,116334,0,1,Own,28133,2023-09-20,Wednesday,Local,3,0,13,Phone,1,10,Compact,61700,Blue,28624,10879,1000,1380,63,1,Y
CLM1187,20,M,1,73,111179,1,0,Own,33648,2023-07-08,Saturday,Highway,3,0,98,Phone,0,5,Large,69166,Silver,49563,16150,500,2926,50,10,N
CLM1188,68,M,0,12,22551,0,1,Own,81947,2023-08-09,Wednesday,Parking Lot,3,0,91,Phone,0,8,Medium,62828,Silver,8239,4110,1500,1058,15,13,N
CLM1189,59,F,1,61,49139,1,1,Rent,95445,2022-09-25,Sunday,Local,1,1,6,Phone,0,2,Medium,16116,Red,1258,690,1500,2398,40,5,N
CLM1190,18,M,1,9,53380,1,1,Own,27071,2023-09-11,Monday,Parking Lot,4,0,3,Online,0,13,Compact,16205,Silver,6906,3737,2000,2047,11,13,Y
CLM1191,18,F,0,64,51852,0,1,Own,52870,2023-06-17,Saturday,Local,5,0,12,Phone,1,1,Large,6283,Red,34691,18766,2000,2258,59,6,Y
CLM1192,42,F,0,4,128896,1,0,Own,36819,2023-10-28,Saturday,Parking Lot,5,1,4,Broker,0,2,Medium,20036,White,12739,6740,500,1895,50,5,N
CLM1193,61,M,0,12,107489,1,0,Own,62142,2022-12-30,Friday,Highway,3,0,72,Broker,0,4,Medium,51305,Red,47037,24182,1500,975,30,9,Y
CLM1194,45,M,1,91,110301,1,0,Own,35556,2023-11-06,Monday,Parking Lot,3,1,33,Broker,0,8,Medium,76986,Silver,14230,2783,1500,1598,57,6,N
CLM1195,39,M,1,18,92516,0,0,Own,65915,2023-10-13,Friday,Parking Lot,5,0,14,Broker,0,10,Medium,79658,Blue,13576,2214,1500,2819,34,1,Y
CLM1196,45,F,1,48,87494,1,0,Rent,86229,2022-07-20,Wednesday,Local,3,1,0,Online,0,7,Medium,41598,Black,42814,5931,1500,2102,4,9,N
CLM1197,55,M,0,16,142046,0,1,Rent,81906,2022-11-09,Wednesday,Local,4,1,52,Broker,0,13,Medium,13179,Black,49781,27469,500,1050,9,2,Y
CLM1198,23,F,1,92,87990,1,0,Own,68810,2023-08-26,Saturday,Highway,1,0,45,Online,1,5,Large,70677,White,3659,1064,500,2182,30,13,N
CLM1199,42,F,0,41,43383,0,1,Own,71709,2022-06-03,Friday,Highway,5,0,86,Online,1,5,Compact,23351,Silver,5088,1252,1000,1949,19,8,N
CLM1200,62,M,1,72,48365,1,1,Own,82766,2022-03-14,Monday,Parking Lot,2,0,18,Online,1,14,Compact,61307,White,5493,1149,2000,1960,61,3,Y
CLM1201,47,M,0,10,79711,1,1,Rent,16816,2023-01-11,Wednesday,Highway,3,1,88,Phone,1,13,Compact,16240,Silver,33698,15673,2000,540,68,10,N
CLM1202,25,F,0,3,101768,1,0,Rent,99709,2023-08-21,Monday,Highway,0,0,54,Broker,1,12,Compact,79813,Red,32600,7910,1000,2815,35,10,N
CLM1203,67,F,1,86,115998,1,0,Own,59812,2022-11-21,Monday,Highway,3,1,100,Phone,1,2,Large,12851,White,17288,8104,1000,2428,68,2,N
CLM1204,82,M,0,9,109388,1,1,Rent,42174,2023-02-28,Tuesday,Highway,3,0,53,Broker,1,11,Medium,76853,White,43856,11859,1500,1319,93,5,N
CLM1205,68,F,0,39,116019,1,1,Rent,71944,2023-10-31,Tuesday,Highway,2,0,3,Online,0,6,Medium,22862,Red,44355,6746,1000,1929,76,12,N
CLM1206,83,M,1,89,37569,1,1,Rent,21190,2022-12-27,Tuesday,Highway,0,0,71,Broker,1,6,Large,45197,Red,3261,740,1500,2436,61,11,N
CLM1207,44,F,0,9,132082,1,1,Own,95371,2022-12-28,Wednesday,Parking Lot,0,1,56,Online,0,12,Large,47604,White,3800,1562,1000,641,35,12,N
CLM1208,66,F,0,14,106716,1,1,Rent,64245,2022-02-18,Friday,Local,5,1,61,Phone,1,7,Medium,42418,Blue,30075,4631,1000,1101,39,4,N
CLM1209,81,F,1,63,51337,0,1,Rent,15482,2023-01-17,Tuesday,Highway,0,1,8,Phone,1,7,Medium,75448,Red,5648,2875,1000,2312,51,10,N
CLM1210,58,F,1,40,90028,1,1,Rent,32207,2023-05-09,Tuesday,Highway,2,0,10,Online,0,12,Medium,64518,Blue,45199,14053,500,1083,72,12,N
CLM1211,29,F,0,62,88847,1,1,Own,32432,2022-10-28,Friday,Local,1,1,91,Broker,1,9,Compact,42383,Silver,49280,20608,1000,1866,30,12,N
CLM1212,66,F,1,48,87411,0,1,Rent,33377,2023-10-20,Friday,Parking Lot,1,1,67,Online,1,13,Medium,8744,White,25995,7396,1500,2274,28,7,N
CLM1213,32,M,0,42,81350,0,1,Own,81425,2022-04-15,Friday,Parking Lot,1,0,65,Online,1,2,Large,15058,Red,10101,4222,500,2063,3,3,N
CLM1214,19,M,0,94,50373,1,0,Own,43154,2022-12-16,Friday,Local,1,1,80,Phone,1,8,Medium,33669,Blue,29939,7410,1000,2356,55,12,N
CLM1215,79,F,0,50,94878,1,0,Rent,82982,2023-02-12,Sunday,Local,0,0,37,Broker,0,11,Large,15516,Silver,14749,7756,1500,2967,99,12,Y
CLM1216,70,F,0,31,56027,1,1,Rent,52849,2023-03-27,Monday,Highway,2,1,27,Online,1,11,Large,44758,White,4134,617,1500,2541,57,5,N
CLM1217,50,M,0,25,65734,0,1,Own,98503,2023-10-30,Monday,Parking Lot,4,0,6,Online,0,3,Medium,44332,Black,27167,13066,1000,2310,29,9,N
CLM1218,52,F,1,44,64014,1,0,Rent,21738,2022-05-06,Friday,Parking Lot,2,0,48,Broker,1,0,Large,13767,White,23852,8718,1000,1963,76,5,N
CLM1219,21,F,1,51,125284,1,0,Own,17069,2023-01-11,Wednesday,Highway,2,1,66,Online,0,10,Medium,75188,White,25323,3789,1000,2537,64,10,Y
CLM1220,67,F,1,7,99674,0,1,Own,63161,2023-04-30,Sunday,Local,1,1,36,Online,1,9,Medium,78851,Red,9036,3045,2000,2231,18,11,N
CLM1221,46,M,1,78,40538,1,1,Own,73918,2023-09-30,Saturday,Parking Lot,3,1,16,Online,0,12,Medium,41575,Black,40919,19918,1500,2852,13,1,N
CLM1222,70,M,0,88,70098,1,0,Own,74386,2023-07-08,Saturday,Local,1,0,31,Online,1,12,Large,61882,Blue,5857,754,1000,882,21,11,N
CLM1223,18,F,1,93,50654,0,1,Own,35879,2023-09-29,Friday,Parking Lot,2,0,12,Phone,1,14,Compact,69353,Black,27762,5653,1500,2820,99,11,Y
CLM1224,41,F,0,20,97988,1,0,Rent,68342,2023-06-04,Sunday,Highway,3,0,4,Phone,1,0,Large,40428,Red,44171,24447,2000,2546,64,10,N
CLM1225,28,F,1,55,21708,0,0,Own,13630,2022-05-20,Friday,Highway,5,1,20,Broker,1,5,Compact,60690,Blue,27086,4399,1500,1476,56,3,N
CLM1226,29,M,1,71,117808,1,0,Own,76418,2022-05-27,Friday,Local,1,1,47,Online,0,11,Medium,43635,Red,30535,10564,1000,1194,75,0,N
CLM1227,40,F,0,16,71098,0,1,Own,72154,2023-12-05,Tuesday,Local,0,1,80,Phone,0,2,Large,60220,White,49077,16096,1000,1103,51,3,N
CLM1228,52,M,1,49,145438,1,0,Own,58456,2022-04-26,Tuesday,Highway,4,0,80,Broker,1,0,Medium,67320,Silver,16072,8784,1000,2694,63,5,Y
CLM1229,30,F,1,48,44045,1,1,Own,60876,2022-10-14,Friday,Highway,1,1,95,Broker,1,5,Medium,41188,Black,6845,3157,1000,2333,64,13,N
CLM1230,83,M,0,42,72887,1,0,Rent,91442,2023-11-27,Monday,Local,5,0,56,Online,1,13,Medium,61622,Red,28810,17254,2000,2811,26,0,Y
CLM1231,47,F,0,8,32866,0,1,Rent,76624,2022-10-19,Wednesday,Parking Lot,0,1,36,Phone,1,0,Large,47727,Blue,13935,6750,500,700,1,3,N
CLM1232,80,M,1,24,97064,1,0,Rent,31281,2023-01-19,Thursday,Highway,3,1,29,Broker,1,14,Large,6381,Silver,2098,575,1500,1409,60,12,N
CLM1233,51,F,0,46,48220,1,1,Own,94050,2022-05-03,Tuesday,Highway,5,0,15,Online,1,1,Compact,76312,White,13449,6687,1000,2869,66,9,Y
CLM1234,48,F,1,35,145222,0,1,Own,78487,2022-08-03,Wednesday,Parking Lot,5,0,54,Online,1,10,Compact,28782,Silver,29454,6274,500,2193,53,12,N
CLM1235,70,F,1,20,109400,0,1,Own,40750,2022-12-03,Saturday,Highway,5,1,73,Online,1,9,Medium,6589,Black,26235,11577,2000,2959,53,7,Y
CLM1236,47,M,0,64,104227,0,0,Rent,66378,2023-04-16,Sunday,Highway,1,0,11,Online,0,6,Medium,17237,Red,16649,2778,500,853,75,8,N
CLM1237,74,M,1,96,78608,0,1,Own,99081,2022-06-03,Friday,Local,1,0,95,Broker,1,5,Compact,31917,White,23736,3117,500,1317,8,8,N
CLM1238,61,F,1,65,90812,1,0,Rent,51627,2023-10-13,Friday,Highway,0,0,64,Broker,0,10,Medium,37402,Black,6793,1743,2000,1318,13,2,N
CLM1239,73,F,0,77,149714,0,1,Rent,42441,2023-04-16,Sunday,Highway,1,0,28,Broker,0,0,Compact,49760,Blue,24478,2501,2000,522,85,4,N
CLM1240,50,F,1,25,109963,1,0,Own,64040,2023-08-29,Tuesday,Local,0,0,20,Broker,1,3,Medium,10842,White,2316,287,1500,1624,48,6,N
CLM1241,58,M,0,100,138062,1,1,Own,77055,2023-10-20,Friday,Highway,5,1,98,Phone,0,11,Compact,59120,Red,10083,5338,500,1536,82,4,N
CLM1242,48,M,1,3,101423,1,0,Rent,39320,2022-11-25,Friday,Parking Lot,5,1,74,Phone,0,5,Large,39773,White,28747,12617,500,1696,34,8,Y
CLM1243,24,M,0,37,67377,1,0,Own,33554,2022-01-28,Friday,Highway,5,1,43,Online,1,4,Medium,21923,Blue,48591,16233,2000,1588,21,11,Y
CLM1244,30,F,1,58,46672,0,0,Rent,14213,2022-02-23,Wednesday,Highway,1,1,52,Broker,0,11,Compact,62134,Blue,3100,1376,1500,2315,2,5,N
CLM1245,31,F,0,11,102594,1,1,Own,34472,2023-01-22,Sunday,Highway,5,0,16,Broker,1,11,Compact,41021,Red,25087,11600,500,2956,60,9,N
CLM1246,45,F,0,17,31950,0,0,Own,86240,2022-04-14,Thursday,Parking Lot,3,0,57,Broker,1,11,Large,8866,Blue,33245,3606,1500,2222,47,13,Y
CLM1247,54,M,1,7,113574,0,1,Own,30447,2023-05-16,Tuesday,Highway,0,1,32,Phone,1,6,Medium,74561,White,21093,8127,1500,1219,43,4,N
CLM1248,24,M,1,52,40936,1,1,Own,14426,2022-08-13,Saturday,Local,0,0,71,Phone,0,12,Large,67522,White,46671,6200,500,988,29,1,N
CLM1249,61,M,0,91,127011,0,0,Own,31607,2023-01-28,Saturday,Highway,4,1,55,Phone,1,3,Compact,66215,Black,17616,3567,500,1613,71,9,N
CLM1250,42,F,0,11,116762,1,0,Rent,99388,2022-12-05,Monday,Parking Lot,2,1,76,Phone,0,4,Medium,60751,Silver,14379,4228,500,2494,65,0,N
CLM1251,71,M,0,61,128088,0,0,Rent,28990,2022-06-08,Wednesday,Highway,0,1,45,Phone,1,1,Large,16033,White,43736,24724,2000,2343,75,7,N
CLM1252,67,M,1,39,136634,0,1,Rent,54769,2022-01-15,Saturday,Parking Lot,4,0,20,Phone,1,13,Medium,32076,Red,45605,22961,1000,2757,78,9,Y
CLM1253,20,M,0,95,58405,0,1,Own,76652,2023-06-04,Sunday,Highway,3,1,32,Online,0,0,Large,77010,White,27956,10165,2000,1362,28,11,N
CLM1254,33,F,0,69,79234,0,0,Rent,35851,2023-07-14,Friday,Local,2,0,89,Broker,1,13,Compact,10451,White,22642,7460,1000,2821,19,6,Y
CLM1255,43,F,1,7,78627,1,0,Own,76155,2023-07-25,Tuesday,Parking Lot,4,0,97,Online,1,0,Compact,19122,Blue,25820,14883,500,1429,8,12,N
CLM1256,82,F,0,44,41542,0,1,Rent,41312,2022-07-06,Wednesday,Local,3,1,87,Online,1,1,Large,60388,Red,42045,16882,1500,2968,74,3,N
CLM1257,45,M,0,43,39710,0,0,Own,34532,2023-12-29,Friday,Highway,1,0,65,Broker,1,6,Large,48463,Silver,10135,1496,2000,848,67,11,N
CLM1258,27,M,1,10,144341,0,1,Rent,50695,2022-09-04,Sunday,Local,2,1,33,Broker,0,2,Compact,72712,Silver,21127,7528,500,826,67,3,Y
CLM1259,52,M,1,100,23696,0,0,Own,30058,2023-12-19,Tuesday,Local,0,1,17,Online,0,12,Medium,9956,Silver,11195,4331,1500,1605,68,0,N
CLM1260,75,M,0,27,132492,1,1,Own,40099,2023-09-20,Wednesday,Highway,1,1,58,Broker,0,10,Compact,14256,White,21584,4626,500,1716,17,5,N
CLM1261,58,M,0,94,83043,0,1,Rent,88532,2022-09-13,Tuesday,Parking Lot,2,0,55,Online,1,2,Compact,54812,White,23626,6217,500,2950,60,6,N
CLM1262,43,M,1,41,27812,0,0,Rent,71844,2023-04-07,Friday,Highway,3,0,22,Phone,0,9,Compact,13275,Blue,48857,9885,2000,720,8,8,N
CLM1263,63,F,1,29,130061,0,1,Rent,30954,2022-09-28,Wednesday,Highway,2,1,36,Broker,0,0,Large,50095,Silver,15270,4063,2000,1493,93,7,N
CLM1264,21,M,0,68,36673,0,1,Rent,37056,2023-04-16,Sunday,Local,4,1,22,Broker,0,12,Large,21964,Red,38726,6348,1000,1180,57,12,N
CLM1265,71,F,0,71,54148,0,0,Rent,71240,2023-10-12,Thursday,Parking Lot,5,1,84,Phone,1,12,Large,58459,Blue,39402,21330,1500,841,47,3,N
CLM1266,55,F,1,37,80142,0,0,Rent,95160,2022-12-09,Friday,Parking Lot,1,0,49,Broker,1,13,Compact,40517,Red,14156,6459,1500,1934,51,13,Y
CLM1267,64,M,0,40,146479,0,0,Own,37127,2022-01-22,Saturday,Local,4,0,53,Broker,1,4,Large,23375,Black,16088,4671,1000,2322,42,9,Y
CLM1268,51,M,1,10,94704,1,0,Rent,62874,2023-04-25,Tuesday,Parking Lot,1,0,85,Online,0,8,Large,73368,Blue,29483,16941,1500,1634,25,10,N
CLM1269,82,M,1,64,62712,0,0,Own,12610,2022-03-22,Tuesday,Highway,0,0,87,Broker,1,1,Compact,25583,Silver,21238,9709,1000,2414,70,0,Y
CLM1270,56,M,1,58,121968,0,1,Own,29873,2023-11-12,Sunday,Highway,4,0,72,Online,0,12,Compact,67021,Blue,38125,16491,1500,2792,3,0,N
CLM1271,64,M,1,56,122591,1,0,Rent,63312,2023-04-19,Wednesday,Local,3,1,31,Broker,0,3,Medium,76569,Red,42328,4765,2000,2407,35,7,N
CLM1272,50,F,0,15,90305,1,0,Own,47564,2023-12-29,Friday,Local,2,1,28,Online,1,2,Compact,75533,Black,18376,10722,500,2886,65,4,N
CLM1273,23,F,0,14,133903,0,1,Own,77391,2023-04-28,Friday,Parking Lot,2,0,75,Phone,0,10,Large,37298,White,2481,1251,1000,951,44,6,N
CLM1274,39,F,1,58,105988,0,0,Rent,53526,2022-07-25,Monday,Local,2,0,15,Phone,0,6,Compact,16442,White,47289,10581,1500,612,12,13,N
CLM1275,22,F,0,28,36523,0,0,Rent,76960,2022-04-07,Thursday,Local,4,1,56,Broker,1,11,Large,77525,Red,24620,3303,1500,1841,50,8,N
CLM1276,83,F,0,95,104526,1,0,Own,17846,2023-03-28,Tuesday,Local,0,0,12,Broker,1,3,Compact,8765,Silver,16950,2679,1500,2762,19,5,N
CLM1277,37,M,0,30,140599,1,0,Rent,65633,2023-12-15,Friday,Highway,0,0,56,Online,0,7,Large,59845,Blue,39556,23280,2000,2869,6,9,Y
CLM1278,79,M,1,42,21988,0,1,Own,24256,2023-11-20,Monday,Highway,3,0,70,Phone,0,10,Compact,64778,Red,46833,16784,1500,2326,80,1,N
CLM1279,55,F,1,23,110265,0,0,Own,70710,2022-08-07,Sunday,Local,4,1,19,Broker,0,10,Large,73136,White,47005,21053,2000,902,84,2,N
CLM1280,47,M,1,54,39233,1,0,Own,91730,2022-05-14,Saturday,Highway,2,0,9,Broker,1,8,Compact,50800,Red,37963,8532,500,2805,29,3,N
CLM1281,43,F,1,90,75561,1,1,Rent,72260,2022-03-20,Sunday,Highway,2,1,21,Broker,1,2,Large,6813,Silver,28491,12837,1000,524,28,0,Y
CLM1282,24,F,0,50,141992,1,1,Rent,75618,2023-10-12,Thursday,Local,3,0,72,Phone,0,12,Compact,7093,White,13905,6531,500,2809,48,5,Y
CLM1283,44,F,1,55,98513,0,0,Rent,29874,2023-05-22,Monday,Parking Lot,4,1,24,Online,1,11,Medium,65686,Black,30315,9615,2000,572,27,9,N
CLM1284,34,F,0,44,120728,1,0,Own,85945,2022-07-31,Sunday,Highway,4,1,39,Broker,0,6,Compact,48764,Black,2134,1001,1000,1570,63,0,N
CLM1285,60,M,1,49,41281,0,1,Own,20442,2022-03-02,Wednesday,Parking Lot,1,0,66,Online,1,13,Large,55489,White,18568,8103,500,837,94,6,N
CLM1286,55,F,1,20,25283,1,1,Rent,17610,2022-11-15,Tuesday,Highway,4,1,45,Broker,1,2,Compact,5869,Black,32552,7378,500,1102,8,2,N
CLM1287,23,M,0,90,102214,1,1,Rent,95947,2023-11-25,Saturday,Local,4,1,8,Online,1,1,Medium,17855,Blue,20642,6753,2000,944,58,10,N
CLM1288,57,M,0,37,113809,1,1,Own,48506,2023-07-03,Monday,Parking Lot,3,1,17,Broker,1,1,Large,15751,Black,47218,18859,500,1728,4,5,N
CLM1289,78,F,1,55,112247,1,0,Rent,83539,2022-07-26,Tuesday,Local,0,1,54,Phone,1,2,Medium,18261,White,12173,5205,1000,2137,38,4,N
CLM1290,22,M,1,75,133499,1,1,Rent,28452,2022-08-30,Tuesday,Parking Lot,2,1,46,Online,0,3,Compact,20954,Red,18186,9146,1000,1652,68,11,Y
CLM1291,73,F,1,24,148664,1,0,Own,67620,2022-03-02,Wednesday,Highway,1,1,51,Online,1,7,Compact,76832,Blue,31444,7983,500,1066,96,4,N
CLM1292,66,M,0,59,104774,0,0,Own,21087,2022-04-07,Thursday,Highway,0,1,84,Broker,1,12,Medium,5136,Black,18413,6935,1500,1161,41,5,N
CLM1293,84,F,1,31,26968,1,0,Own,37518,2023-12-27,Wednesday,Highway,0,1,28,Phone,1,14,Compact,6700,Red,29246,5545,1500,994,23,12,Y
CLM1294,83,F,0,7,34955,1,0,Rent,54049,2023-08-29,Tuesday,Highway,5,1,32,Broker,0,13,Medium,75269,Black,31954,14897,1000,998,78,9,Y
CLM1295,53,M,0,35,144616,1,1,Own,56313,2023-06-24,Saturday,Parking Lot,2,0,77,Phone,0,6,Medium,74166,Black,48861,11423,500,2665,15,13,N
CLM1296,26,M,1,48,105280,1,1,Rent,94925,2023-04-26,Wednesday,Local,2,1,66,Phone,1,9,Compact,13640,Red,35716,12502,1500,2022,13,5,N
CLM1297,65,F,0,78,30799,0,1,Rent,81088,2022-09-02,Friday,Local,4,0,28,Phone,0,6,Large,76696,Silver,16810,3398,1500,1316,53,0,Y
CLM1298,34,F,1,44,85048,1,0,Own,60940,2023-01-22,Sunday,Parking Lot,4,0,31,Broker,1,9,Medium,35075,Silver,10359,1087,1000,1596,56,0,N
CLM1299,58,M,1,52,92309,1,1,Rent,10717,2023-02-17,Friday,Local,2,1,18,Online,0,1,Medium,9994,Blue,5234,721,1000,1041,57,7,Y
CLM1300,65,F,0,67,97535,1,1,Rent,12581,2023-06-02,Friday,Highway,3,0,56,Phone,0,7,Large,30307,Black,31835,13503,1500,1184,82,1,N
CLM1301,37,M,1,65,65276,0,0,Rent,43402,2022-11-19,Saturday,Highway,2,1,2,Phone,1,5,Large,78933,Silver,23335,9432,1500,1143,60,3,Y
CLM1302,47,F,0,3,29277,1,0,Own,52239,2023-07-15,Saturday,Local,0,0,91,Online,0,14,Medium,22889,Red,45535,17039,1500,2455,8,8,N
CLM1303,62,F,0,63,121158,0,0,Own,68847,2022-11-10,Thursday,Local,3,1,80,Online,1,2,Compact,68972,Silver,25255,11531,1000,1082,92,8,N
CLM1304,23,M,1,30,97241,1,0,Rent,86502,2023-07-30,Sunday,Parking Lot,1,0,35,Broker,1,9,Large,49516,Black,23260,9680,1000,2205,61,12,N
CLM1305,33,M,1,9,36999,0,0,Rent,72522,2022-02-09,Wednesday,Parking Lot,4,1,58,Phone,1,1,Large,72165,Red,11973,6632,500,2847,11,0,N
CLM1306,67,M,0,13,69522,1,0,Rent,14886,2023-10-20,Friday,Parking Lot,5,0,95,Broker,0,0,Medium,21767,Black,48165,21490,1000,738,67,5,N
CLM1307,78,F,1,2,51709,0,0,Rent,57788,2022-06-05,Sunday,Parking Lot,4,1,12,Broker,0,10,Compact,32526,Silver,8957,1178,1500,1474,79,3,N
CLM1308,50,F,1,29,49063,1,0,Rent,13748,2023-07-29,Saturday,Local,5,1,69,Broker,0,12,Large,25884,White,26183,5804,1000,2040,60,7,N
CLM1309,65,M,0,7,148216,0,0,Own,12103,2023-01-01,Sunday,Highway,2,1,28,Online,0,6,Large,17391,Silver,37940,19452,500,2878,97,5,N
CLM1310,55,M,0,49,116282,0,0,Own,85403,2022-10-26,Wednesday,Local,4,1,30,Phone,0,10,Medium,19908,Silver,28081,2888,2000,2198,95,12,Y
CLM1311,52,M,0,76,81114,0,1,Rent,80130,2023-05-23,Tuesday,Parking Lot,4,0,34,Online,1,5,Medium,37933,Blue,44469,24827,1000,1491,32,6,N
CLM1312,75,F,0,100,143394,0,1,Own,56287,2023-12-10,Sunday,Highway,4,1,9,Broker,0,2,Large,76196,Blue,5478,2555,1000,2621,61,10,N
CLM1313,65,F,1,84,31094,1,0,Own,97959,2023-10-13,Friday,Parking Lot,5,1,97,Broker,1,6,Large,73798,Black,5996,3584,500,2085,4,5,N
CLM1314,55,M,0,26,45613,0,1,Own,24026,2022-10-15,Saturday,Highway,2,0,60,Online,0,1,Large,24610,Black,47646,25339,2000,1598,21,11,N
CLM1315,58,F,1,60,117790,1,0,Own,29288,2022-07-01,Friday,Highway,1,0,21,Phone,1,2,Medium,69575,Silver,7982,3190,2000,2178,76,5,N
CLM1316,64,M,0,82,130684,0,0,Own,69821,2023-10-16,Monday,Parking Lot,1,0,19,Phone,1,1,Large,17192,Blue,9566,1776,1500,706,12,7,N
CLM1317,55,M,1,4,125627,1,0,Own,13255,2022-03-31,Thursday,Local,5,1,12,Phone,1,12,Large,30380,Red,26520,6325,2000,2110,72,11,Y
CLM1318,39,M,0,21,43559,0,0,Own,99049,2023-12-22,Friday,Highway,3,1,54,Online,1,13,Medium,27250,Red,19950,6998,1000,1454,56,10,N
CLM1319,52,F,1,52,136947,0,0,Rent,52788,2022-08-22,Monday,Local,0,0,94,Phone,1,6,Compact,20160,White,34998,18328,1500,2913,20,11,Y
CLM1320,29,F,0,50,138544,0,1,Own,45903,2022-12-16,Friday,Local,4,0,18,Phone,1,13,Medium,39314,Red,49225,6670,1000,2911,58,1,N
